Code,Title
SE02,          Dampness and warmth disorder (TM1)
SE0Y,          Other specified warmth disorders (TM1)
SE0Z,"          Warmth disorders (TM1), unspecified"
SE2Y,        Other specified external contraction disorders (TM1)
SE2Z,"        External contraction disorders (TM1), unspecified"
SE30,        Developmental delay disorder (TM1)
SE31,        Growth fever disorder (TM1)
SE32,        Growth pain disorder (TM1)
SE33,        Acute convulsion disorder (TM1)
SE34,        Recurrent convulsion disorder (TM1)
SE35,        Fright seizure disorder (TM1)
SE36,        Night crying disorder (TM1)
SE37,        Infantile malnutrition disorder (TM1)
SE38,        Dribbling disorder (TM1)
SE39,        Diaper dermatitis disorder (TM1)
SE3A,        Infant stiffness disorder (TM1)
SE3B,        Infant limpness disorder (TM1)
SE3Y,        Other specified childhood and adolescence associated disorders (TM1)
SE3Z,"        Childhood and adolescence associated disorders (TM1), unspecified"
SE5Y,      Other specified traditional medicine disorders (TM1)
SE5Z,"      Traditional medicine disorders (TM1), unspecified"
SE70,        Yang pattern (TM1)
SE71,        Yin pattern (TM1)
SE72,        Heat pattern (TM1)
SE73,        Cold pattern (TM1)
SE74,        Excess pattern (TM1)
SE75,        Deficiency pattern (TM1)
SE76,        Exterior pattern (TM1)
SE77,        Interior pattern (TM1)
SE78,        Moderate (Heat/Cold) pattern (TM1)
SE79,        Medium (Excess/Deficiency) pattern (TM1)
SE7A,        Tangled cold and heat pattern (TM1)
SE7Y,        Other specified principle based patterns (TM1)
SE7Z,"        Principle based patterns (TM1), unspecified"
SE80,        Wind factor pattern (TM1)
SE81,        Cold factor pattern (TM1)
SE82,        Dampness factor pattern (TM1)
SE83,        Dryness factor pattern (TM1)
SE84,        Fire heat factor pattern (TM1)
SE85,        Summer heat factor pattern (TM1)
SE86,        Pestilent factor pattern (TM1)
SE8Y,        Other specified environmental factor patterns (TM1)
SE8Z,"        Environmental factor patterns (TM1), unspecified"
SE90,          Qi deficiency pattern (TM1)
SE91,          Qi stagnation pattern (TM1)
SE92,          Qi uprising pattern (TM1)
SE93,          Qi sinking pattern (TM1)
SE94,          Qi collapse pattern (TM1)
SE9Y,          Other specified qi patterns (TM1)
SE9Z,"          Qi patterns (TM1), unspecified"
SF00,          Blood deficiency pattern (TM1)
SF01,          Blood stasis pattern (TM1)
SF02,          Blood heat pattern (TM1)
SF03,          Blood cold pattern (TM1)
SF04,          Blood dryness pattern (TM1)
SF0Y,          Other specified blood patterns (TM1)
SF0Z,"          Blood patterns (TM1), unspecified"
SF10,          Fluid deficiency pattern (TM1)
SF11,          Fluid disturbance pattern (TM1)
SF12,          Dry phlegm pattern (TM1)
SF13,          Damp phlegm pattern (TM1)
SF14,          Phlegm fire harassing the heart system pattern (TM1)
SF15,          Wind phlegm pattern (TM1)
SF1Y,          Other specified fluid patterns (TM1)
SF1Z,"          Fluid patterns (TM1), unspecified"
SF20,          Essence deficiency pattern (TM1)
SF2Y,          Other specified essence patterns (TM1)
SF2Z,"          Essence patterns (TM1), unspecified"
SF4Y,        Other specified body constituents patterns (TM1)
SF4Z,"        Body constituents patterns (TM1), unspecified"
SF50,          Liver yin deficiency pattern (TM1)
SF51,          Liver yang deficiency pattern (TM1)
SF52,          Liver yang ascendant hyperactivity pattern (TM1)
SF53,          Liver qi deficiency pattern (TM1)
SF54,          Liver blood deficiency pattern (TM1)
SF55,          Liver depression and blood stasis pattern (TM1)
SF56,          Liver wind stirring the interior pattern (TM1)
SF57,          Liver qi stagnation pattern (TM1)
SF58,          Liver fire flaming upward pattern (TM1)
SF59,          Liver heat stirring wind pattern (TM1)
SF5A,          Liver gallbladder dampness heat pattern (TM1)
SF5B,          Liver meridian dampness heat pattern (TM1)
SF5C,          Liver meridian cold stagnation pattern (TM1)
SF5D,          Gallbladder qi deficiency pattern (TM1)
SF5E,          Gallbladder depression with phlegm harassment pattern (TM1)
SF5F,          Gallbladder heat pattern (TM1)
SF5G,          Gallbladder cold pattern (TM1)
SF5H,          Liver and kidney yin deficiency pattern (TM1)
SF5J,          Disharmony of liver and spleen systems pattern (TM1)
SF5K,          Disharmony of liver and stomach systems pattern (TM1)
SF5L,          Liver fire invading the stomach system pattern (TM1)
SF5M,          Liver fire invading the lung system pattern (TM1)
SF5Y,          Other specified liver system patterns (TM1)
SF5Z,"          Liver system patterns (TM1), unspecified"
SF60,          Heart qi deficiency pattern (TM1)
SF61,          Heart blood deficiency pattern (TM1)
SF62,          Dual deficiency of heart qi and blood pattern (TM1)
SF63,          Heart meridian obstruction pattern (TM1)
SF64,          Heart yin deficiency pattern (TM1)
SF65,          Deficiency of heart qi and yin pattern (TM1)
SF66,          Heart yang deficiency pattern (TM1)
SF67,          Heart yang collapse pattern (TM1)
SF68,          Heart fire flaming upward pattern (TM1)
SF69,          Fire harassing heart spirit pattern (TM1)
SF6A,          Water qi intimidating the heart system pattern (TM1)
SF6B,          Heart spirit restlessness pattern (TM1)
SF6C,          Anxiety damaging the spirit pattern (TM1)
SF6D,          Small intestine qi stagnation pattern (TM1)
SF6E,          Small intestine excess heat pattern (TM1)
SF6F,          Small intestine deficiency cold pattern (TM1)
SF6G,          Heart and liver blood deficiency pattern (TM1)
SF6H,          Heart and gallbladder qi deficiency pattern (TM1)
SF6J,          Heart and spleen systems deficiency pattern (TM1)
SF6K,          Heart and lung qi deficiency pattern (TM1)
SF6L,          Heart and kidney systems disharmony pattern (TM1)
SF6M,          Heart and kidney yang deficiency pattern (TM1)
SF6Y,          Other specified heart system patterns (TM1)
SF6Z,"          Heart system patterns (TM1), unspecified"
SF70,          Spleen qi deficiency pattern (TM1)
SF71,          Spleen qi sinking pattern (TM1)
SF72,          Spleen deficiency with qi stagnation pattern (TM1)
SF73,          Spleen deficiency with food retention pattern (TM1)
SF74,          Spleen failing to control the blood pattern (TM1)
SF75,          Spleen deficiency and blood depletion pattern (TM1)
SF76,          Spleen yin deficiency pattern (TM1)
SF77,          Spleen yang deficiency pattern (TM1)
SF78,          Dampness heat encumbering the spleen system pattern (TM1)
SF79,          Spleen deficiency with dampness accumulation pattern (TM1)
SF7A,          Spleen deficiency with water flooding pattern (TM1)
SF7B,          Cold dampness encumbering the spleen system pattern (TM1)
SF7C,          Stomach qi deficiency pattern (TM1)
SF7D,          Stomach qi uprising pattern (TM1)
SF7E,          Stomach yin deficiency pattern (TM1)
SF7F,          Stomach heat pattern (TM1)
SF7G,          Dampness in the intestines pattern (TM1)
SF7H,          Cold invading the stomach system pattern (TM1)
SF7J,          Intestine cold stagnation pattern (TM1)
SF7K,          Anxiety damaging the spleen system pattern (TM1)
SF7L,          Lung and spleen deficiency pattern (TM1)
SF7M,          Spleen and kidney yang deficiency pattern (TM1)
SF7Y,          Other specified spleen system patterns (TM1)
SF7Z,"          Spleen system patterns (TM1), unspecified"
SF80,          Lung qi deficiency pattern (TM1)
SF81,          Lung yin deficiency pattern (TM1)
SF82,          Lung and kidney yin deficiency pattern (TM1)
SF83,          Lung qi and yin deficiency pattern (TM1)
SF84,          Lung yang deficiency pattern (TM1)
SF85,          Cold phlegm obstructing the lung pattern (TM1)
SF86,          Turbid phlegm accumulation in the lung pattern (TM1)
SF87,          Exterior cold with lung heat pattern (TM1)
SF88,          Intense congestion of lung heat pattern (TM1)
SF89,          Phlegm heat obstructing the lung pattern (TM1)
SF8A,          Wind heat invading the lung pattern (TM1)
SF8B,          Lung heat transmitting into the intestine pattern (TM1)
SF8C,          Wind cold fettering the lung pattern (TM1)
SF8D,          Dryness invading the lung pattern (TM1)
SF8E,          Lung dryness with intestinal obstruction pattern (TM1)
SF8F,          Large intestine excess heat pattern (TM1)
SF8G,          Large intestine dampness heat pattern (TM1)
SF8H,          Large intestine fluid deficiency pattern (TM1)
SF8J,          Large intestine deficiency cold pattern (TM1)
SF8Y,          Other specified lung system patterns (TM1)
SF8Z,"          Lung system patterns (TM1), unspecified"
SF90,          Kidney qi deficiency pattern (TM1)
SF91,          Kidney failing to receive qi pattern (TM1)
SF92,          Kidney qi deficiency with water retention pattern (TM1)
SF93,          Kidney yin deficiency pattern (TM1)
SF94,          Kidney yin and yang deficiency pattern (TM1)
SF95,          Kidney deficiency with marrow depletion pattern (TM1)
SF96,          Kidney essence deficiency pattern (TM1)
SF97,          Kidney yang deficiency pattern (TM1)
SF98,          Fear damaging the kidney system pattern (TM1)
SF99,          Blood and heat accumulation in the uterus pattern (TM1)
SF9A,          Phlegm obstructing the uterus pattern (TM1)
SF9B,          Dampness heat in the uterus pattern (TM1)
SF9C,          Cold stagnation in the uterus pattern (TM1)
SF9D,          Uterine deficiency cold pattern (TM1)
SF9E,          Blood accumulation in the bladder pattern (TM1)
SF9F,          Bladder heat accumulation pattern (TM1)
SF9G,          Bladder dampness heat pattern (TM1)
SF9H,          Bladder water accumulation pattern (TM1)
SF9J,          Bladder deficiency cold pattern (TM1)
SF9Y,          Other specified kidney system patterns (TM1)
SF9Z,"          Kidney system patterns (TM1), unspecified"
SG1Y,        Other specified organ system patterns (TM1)
SG1Z,"        Organ system patterns (TM1), unspecified"
SG20,          Lung meridian pattern (TM1)
SG21,          Large intestine meridian pattern (TM1)
SG22,          Stomach meridian pattern (TM1)
SG23,          Spleen meridian pattern (TM1)
SG24,          Heart meridian pattern (TM1)
SG25,          Small intestine meridian pattern (TM1)
SG26,          Bladder meridian pattern (TM1)
SG27,          Kidney meridian pattern (TM1)
SG28,          Pericardium meridian pattern (TM1)
SG29,          Triple energizer meridian pattern (TM1)
SG2A,          Gallbladder meridian pattern (TM1)
SG2B,          Liver meridian pattern (TM1)
SG2Y,          Other specified main Meridian Patterns (TM1)
SG2Z,"          Main Meridian Patterns (TM1), unspecified"
SG30,          Governor vessel pattern (TM1)
SG31,          Conception vessel pattern (TM1)
SG32,          Yin heel vessel pattern (TM1)
SG33,          Yang heel vessel pattern (TM1)
SG34,          Yin link vessel pattern (TM1)
SG35,          Yang link vessel pattern (TM1)
SG36,          Thoroughfare vessel pattern (TM1)
SG37,          Belt vessel pattern (TM1)
SG3Y,          Other specified extra Meridian Patterns (TM1)
SG3Z,"          Extra Meridian Patterns (TM1), unspecified"
SG5Y,        Other specified meridian and collateral patterns (TM1)
SG5Z,"        Meridian and collateral patterns (TM1), unspecified"
SG60,        Early yang stage pattern (TM1)
SG61,        Middle yang stage pattern (TM1)
SG62,        Late yang stage pattern (TM1)
SG63,        Early yin stage pattern (TM1)
SG64,        Middle yin stage pattern (TM1)
SG65,        Late yin stage pattern (TM1)
SG6Y,        Other specified six stage patterns (TM1)
SG6Z,"        Six stage patterns (TM1), unspecified"
SG70,        Upper energizer stage patterns (TM1)
SG71,        Middle energizer stage patterns (TM1)
SG72,        Lower energizer stage patterns (TM1)
SG7Y,        Other specified triple energizer stage patterns (TM1)
SG7Z,"        Triple energizer stage patterns (TM1), unspecified"
SG80,          Dampness obstructing the defense yang pattern (TM1)
SG81,          Heat attacking the lung defense pattern (TM1)
SG8Y,          Other specified defense phase patterns (TM1)
SG8Z,"          Defense phase patterns (TM1), unspecified"
SG90,          Heat entering the qi phase pattern (TM1)
SG91,          Qi phase dampness and heat pattern (TM1)
SG92,          Dampness obstructing the qi phase pattern (TM1)
SG9Y,          Other specified qi phase patterns (TM1)
SG9Z,"          Qi phase patterns (TM1), unspecified"
SH00,          Nutrient qi and defense qi disharmony pattern (TM1)
SH01,          Heat in the nutrient phase pattern(TM1)
SH02,          Heat entering the nutrient and blood phase pattern (TM1)
SH0Y,          Other specified nutrient phase patterns (TM1)
SH0Z,"          Nutrient phase patterns (TM1), unspecified"
SH10,          Blood phase pattern (TM1)
SH11,          Heat entering the blood phase pattern(TM1)
SH1Y,          Other specified blood phase patterns (TM1)
SH1Z,"          Blood phase patterns (TM1), unspecified"
SH3Y,        Other specified four phase patterns (TM1)
SH3Z,"        Four phase patterns (TM1), unspecified"
SH40,          Large yang type exterior origin lower back pattern (TM1)
SH41,          Large yang type interior origin small intestine pattern (TM1)
SH42,          Large yang type exterior interior combined pattern (TM1)
SH4Y,          Other specified large yang type patterns (TM1)
SH4Z,"          Large yang type patterns (TM1), unspecified"
SH50,          Small yang type lesser yang wind damage pattern (TM1)
SH51,          Small yang type yin depletion pattern (TM1)
SH52,          Small yang type chest heat congested pattern (TM1)
SH53,          Small yang type yin deficit pattern (TM1)
SH54,          Small yang type exterior interior combined pattern (TM1)
SH5Y,          Other specified small yang type patterns (TM1)
SH5Z,"          Small yang type patterns (TM1), unspecified"
SH60,          Large yin type supraspinal exterior pattern (TM1)
SH61,          Large yin type esophagus cold pattern (TM1)
SH62,          Large yin type liver heat pattern (TM1)
SH63,          Large yin type dryness heat pattern (TM1)
SH64,          Large yin type exterior Interior combined pattern (TM1)
SH6Y,          Other specified large yin type patterns (TM1)
SH6Z,"          Large yin type patterns (TM1), unspecified"
SH70,          Small yin type congestive hyperpsychotic pattern (TM1)
SH71,          Small yin type yang depletion pattern (TM1)
SH72,          Small yin type greater yin pattern (TM1)
SH73,          Small yin type lesser yin pattern (TM1)
SH74,          Small yin type exterior interior combined pattern (TM1)
SH7Y,          Other specified small yin type patterns(TM1)
SH7Z,"          Small yin type patterns(TM1), unspecified"
SH9Y,        Other specified four constitution medicine patterns (TM1)
SH9Z,"        Four constitution medicine patterns (TM1), unspecified"
SJ1Y,      Other specified traditional medicine patterns (TM1)
SJ1Z,"      Traditional medicine patterns (TM1), unspecified"
VD00,      Attention functions [WHODAS]
VD01,      Memory functions [WHODAS]
VD02,      Solving problems [WHODAS]
VD03,      Basic learning [WHODAS]
VD04,      Communicating with   receiving   spoken messages [WHODAS]
VD05,      Conversation [WHODAS]
VD10,      Maintaining a standing position [WHODAS]
VD11,      Changing body position   standing [WHODAS]
VD12,      Moving around within the home [WHODAS]
VD13,      Moving around outside the home and other buildings [WHODAS]
VD14,      Walking [WHODAS]
VD20,      Washing oneself [WHODAS]
VD21,      Dressing [WHODAS]
VD22,      Eating [WHODAS]
VD23,      Carrying out daily routine [WHODAS]
VD30,      Relating with strangers [WHODAS]
VD31,      Informal relationship with friends   maintaining [WHODAS]
VD32,      Family relationships [WHODAS]
VD33,      Informal relationship with friends   making new friends [WHODAS]
VD34,      Intimate relationships [WHODAS]
VD40,      Taking care of household responsibilities [WHODAS]
VD41,      Doing most important household tasks [WHODAS]
VD42,      Doing housework [WHODAS]
VD42.0,        Getting all needed housework done [WHODAS]
VD42.1,        Getting household work done quickly [WHODAS]
VD42.Y,        Other specified doing housework [WHODAS]
VD42.Z,"        Doing housework [WHODAS], unspecified"
VD43,      Remunerative employment [WHODAS]
VD43.0,        Difficulties in daily work or school [WHODAS]
VD43.1,        Doing most important work or school task [WHODAS]
VD43.2,        Getting all needed work or school work done [WHODAS]
VD43.3,        Getting remunerative work or school work done quickly [WHODAS]
VD43.Y,        Other specified remunerative employment [WHODAS]
VD43.Z,"        Remunerative employment [WHODAS], unspecified"
VD50,      Recreation and leisure [WHODAS]
VD51,      Problems by barriers [WHODAS]
VD52,      Human rights [WHODAS]
VD53,      Time spent on health condition [WHODAS]
VD54,      Emotional effect of health condition [WHODAS]
VD55,      Health drain on financial resources [WHODAS]
VD56,      Health problems causing family problems [WHODAS]
VD57,      Problems in relaxation or pleasure [WHODAS]
VE00,    Seeing and related functions [BMDS]
VE01,    Hearing and vestibular functions [BMDS]
VE10,      Energy and drive functions [BMDS]
VE11,      Sleep functions [BMDS]
VE12,      Emotional functions [BMDS]
VE13,      Attention functions [BMDS]
VE14,      Memory functions [BMDS]
VE20,      Sensation of pain [BMDS]
VV00,      Energy and drive functions
VV01,      Sleep functions
VV02,      Attention functions
VV03,      Memory functions
VV04,      Emotional functions
VV0Y,      Other specified mental functions
VV0Z,"      Mental functions, unspecified"
VV10,      Seeing and related functions
VV11,      Hearing and vestibular functions
VV12,      Sensation of pain
VV1Y,      Other specified sensory functions and pain
VV1Z,"      Sensory functions and pain, unspecified"
VV20,      Voice functions
VV2Y,      Other specified voice and speech functions
VV2Z,"      Voice and speech functions, unspecified"
VV30,      Exercise tolerance functions
VV3Y,"      Other specified functions of the cardiovascular, haematological, immunological and respiratory systems"
VV3Z,"      Functions of the cardiovascular, haematological, immunological and respiratory systems, unspecified"
VV40,      Functions related to the digestive system
VV4Y,"      Other specified functions of the digestive, metabolic and endocrine systems"
VV4Z,"      Functions of the digestive, metabolic and endocrine systems, unspecified"
VV50,      Urination functions
VV51,      Sexual functions
VV5Y,      Other specified genitourinary and reproductive functions
VV5Z,"      Genitourinary and reproductive functions, unspecified"
VV60,      Mobility of joint functions
VV61,      Muscle power functions
VV6Y,      Other specified neuromusculoskeletal and movement related functions
VV6Z,"      Neuromusculoskeletal and movement related functions, unspecified"
VV70,      Functions of the skin
VV7Y,      Other specified functions of the skin and related structures
VV7Z,"      Functions of the skin and related structures, unspecified"
VV80,      Basic learning
VV81,      Solving problems
VV8Y,      Other specified learning and applying knowledge
VV8Z,"      Learning and applying knowledge, unspecified"
VV90,      Carrying out daily routine
VV91,      Handling stress and other psychological demands
VV9Y,      Other specified general tasks and demands
VV9Z,"      General tasks and demands, unspecified"
VW00,      Communicating with   receiving   spoken messages
VW01,      Conversation
VW0Y,      Other specified communication
VW0Z,"      Communication, unspecified"
VW10,      Maintaining a standing position
VW11,      Transferring oneself
VW12,"      Carrying, moving and handling objects"
VW13,      Walking
VW14,      Moving around within the home
VW15,      Moving around using equipment
VW16,      Using transportation
VW1Y,      Other specified mobility
VW1Z,"      Mobility, unspecified"
VW20,      Washing oneself
VW21,      Caring for body parts
VW22,      Toileting
VW23,      Dressing
VW24,      Eating
VW25,      Looking after one's health
VW2Y,      Other specified self care
VW2Z,"      Self care, unspecified"
VW30,      Preparing meals
VW31,      Doing housework
VW32,      Assisting others
VW3Y,      Other specified domestic life
VW3Z,"      Domestic life, unspecified"
VW40,      Basic interpersonal interactions
VW41,      Relating with strangers
VW42,      Intimate relationships
VW4Y,      Other specified interpersonal interactions and relationships
VW4Z,"      Interpersonal interactions and relationships, unspecified"
VW50,      Remunerative employment
VW5Y,      Other specified major life areas
VW5Z,"      Major life areas, unspecified"
VW60,      Recreation and leisure
VW61,      Human rights
VW6Y,"      Other specified community, social and civic life"
VW6Z,"      Community, social and civic life, unspecified"
VW8Y,    Other specified generic functioning domains
VW8Z,"    Generic functioning domains, unspecified"
XS8H,        None
XS5W,        Mild
XS0T,        Moderate
XS25,        Severe
XS2R,        Profound
XS7A,        Stage 1
XS5S,        Stage 2
XS4D,        Stage 2a
XS6D,        Stage 2b
XS00,        Stage 3
XS3T,        Stage 3a
XS90,        Stage 3b
XS6G,        Stage 4
XS9N,        Stage 5
XS88,        Stage 6
XS52,        Stage 7
XS0G,        Stage 8
XS2C,        Stage 9
XS2X,        Stage 10
XS24,        Grade 0
XS6P,        Grade 1
XS31,        Grade 2
XS6F,        Grade 3
XS0K,        Grade 4
XS87,        Grade 5
XS9M,        Grade 6
XS5M,        Grade 7
XS7F,        Grade 8
XS8J,        Grade 9
XS57,        Grade 10
XS4A,        Phase 0
XS3K,        Phase 1
XS4M,        Phase 2
XS8V,        Phase 3
XS21,        Phase 4
XS8Z,        Phase 5
XS41,        Phase 6
XS73,        Phase 7
XS9Z,        Phase 8
XS83,        Phase 9
XS47,        Phase 10
XS5C,        0 No problem
XS6Y,        1 Mild problem
XS8T,        2 Moderate problem
XS9D,        3 Severe problem
XS91,        4 Complete problem
XS5P,        9 Not applicable
XS0J,        A Remission / Free of disease
XS05,        B Local Disease
XS0E,          Local limited
XS67,          Locally advanced
XS9S,        C Regional disease
XS4Z,        D Distant disease
XS76,        Stage 0
XS1G,        Stage I
XS4P,        Stage II
XS6H,        Stage III
XS9R,        Stage IV
XS56,        Grade I
XS58,        Grade II
XS7Z,        Grade III
XS7M,        Grade IV
XS7H,        Undetermined grade
XS3A,        NYHA Class I   No limitation of physical activity
XS6B,        NYHA Class II   Slight limitation of physical activity
XS9T,        NYHA Class III   Marked limitation of physical activity
XS9F,        NYHA Class IV   Unable to carry on any physical activity without discomfort
XS80,        GOLD 1   mild: FEV1≥ 80% predicted
XS7U,        GOLD 2   moderate: 50% ≤FEV1 <80% predicted
XS8K,        GOLD 3   severe: 30% ≤FEV1 <50% predicted
XS50,        GOLD 4   very severe: FEV1 <30% predicted
XS1Y,"        Stage I: Asymptomatic, incomplete blood vessel obstruction"
XS5L,        Stage II: Mild claudication pain in limb
XS5V,          Stage IIA: Claudication at a distance > 200 metres
XS6C,          Stage IIB: Claudication at a distance < 200 metres
XS9L,"        Stage III: Rest pain, mostly in the feet"
XS2J,        Stage IV: Necrosis and/or gangrene of the limb
XS3V,        No endometriosis
XS5N,        Filmy endometriosis
XS55,        Dense endometriosis
XS1H,        Incomplete vocal cord paralysis
XS66,        Partial vocal cord paralysis
XS7K,        Complete vocal cord paralysis
XS5E,        Mild sepsis
XS65,        Severe sepsis
XS26,        Septic shock
XS1T,        Grade 0 Category 0: Asymptomatic  no hemodynamically significant occlusive disease
XS0Q,        Grade 0 Category 1: Mild claudication
XS2W,        Grade I Category 2: Moderate claudication
XS51,        Grade I Category 3: Severe claudication
XS8M,        Grade II Category 4: Ischaemic rest pain
XS6U,"        Grade III Category 5: Minor tissue loss   nonhealing ulcer, focal gangrene with diffuse pedal ischaemia"
XS0U,"        Grade III Category 6: Major tissue loss   extending above transmetatarsal (TM) level, functional foot no longer salvageable"
XS5B,          No pain
XS5D,          Mild pain
XS9Q,          Moderate pain
XS2E,          Severe pain
XS1J,          No distress
XS3R,          Mild distress
XS7C,          Moderate distress
XS7N,          Severe distress
XS71,          No pain related interference
XS5R,          Mild pain related interference
XS2L,          Moderate pain related interference
XS2U,          Severe pain related interference
XS7G,        Psychosocial factors present
XS8B,        No psychosocial factors present
XS11,        Underweight BMI Below 18.5 kg/m²
XS43,        Normal weight BMI 18.5–24.9 kg/m²
XS7R,        Pre obesity BMI 25.0–29.9 kg/m²
XS3Y,        Obesity class I BMI 30.0–34.9 kg/m²
XS6N,        Obesity class II BMI 35.0–39.9 kg/m²
XS2B,        Obesity class III BMI greater than or equal to 40 kg/m²
XS2V,        Single vessel disease
XS8U,        Multiple vessel disease
XS09,        Anaphylaxis grade 1
XS59,        Anaphylaxis grade 2
XS2Y,        Anaphylaxis grade 3
XS85,        Anaphylaxis grade 4
XT5G,          Intermittent
XT6Z,          Persistent
XT5T,          Persistent with overlaid attacks
XT3B,        Asymptomatic
XT1T,        Subclinical
XT98,        Active
XT7X,        Episodic
XT4M,        Prodromal
XT44,        Recurrent
XT4D,        Relapse
XT9C,        Cause of late effect
XT5R,          Acute
XT1L,          Subacute
XT8W,          Chronic
XT2Q,        Early onset
XT46,        Immediate onset
XT3R,        Late onset
XT64,        Delayed onset
XT3Z,        Rapid onset
XT42,        Gradual onset
XT0S,      Pregnancy
XT4Z,      Postpartum
XT1G,      Puerperium
XT77,      Antenatal   WHO Standard
XT5L,        Antenatal   Aus. Standard
XT5P,        Antenatal   Can. Standard
XT04,        Antenatal   Ger. Standard
XT9S,        Antenatal   US Standard
XT16,      Neonatal
XT6P,        Early Neonatal
XT30,        Late Neonatal
XT3N,      Perinatal
XT2C,      Infancy
XT4X,      Child under 5
XT50,      Child over 5
XT9V,        Middle Childhood
XT7Q,        Early Adolescence
XT7M,      Adolescent
XT4T,        Middle Adolescence
XT9X,        Late Adolescence
XT15,      Young Adult
XT6S,      Adult
XT19,      Early Geriatric
XT13,      Late Geriatric
XT3X,      Duration of pregnancy less than 5 completed weeks
XT09,      Duration of pregnancy 5 13 completed weeks
XT65,      Duration of pregnancy 14 19 completed weeks
XT5N,      Duration of pregnancy 20 21 completed weeks
XT0T,      Duration of pregnancy 20 25 completed weeks
XT4J,      Duration of pregnancy 26 33 completed weeks
XT84,      Duration of pregnancy 34 36 completed weeks
XT6G,      Duration of pregnancy more than 36 completed weeks
XT6K,      Unspecified duration of pregnancy
XB8M,      Congenital
XB8D,      Iatrogenic
XB5F,      Idiopathic
XB1Y,      Familial
XB25,      Nosocomial
XB4Q,      Environmental
XB17,        Occupation as primary factor
XB5G,        Occupation as cofactor
XB80,        Not occupation related
XB5W,      Life style
XB22,      Community acquired
XT9T,      Ageing related
XB2G,      Post traumatic
XB4S,      Genetic
XB7K,        Hereditary
XB7S,        Non hereditary
XN74M,      Bacteria
XN5PZ,        Gram Negative Bacteria
XN25B,          Acinetobacter
XN8LS,            Acinetobacter baumannii
XN5YN,            Acinetobacter junii
XN0DS,            Acinetobacter nosocomialis
XN2QH,            Acinetobacter pittii
XN048,          Anaplasma
XN1MH,            Anaplasma phagocytophilum
XN3NJ,          Bartonella
XN0W4,            Bartonella bacilliformis
XN3F6,            Bartonella clarridgeiae
XN5J5,            Bartonella elizabethae
XN5SH,            Bartonella grahamii
XN862,            Bartonella henselae
XN302,            Bartonella koehlerae
XN14D,            Bartonella quintana
XN43H,            Bartonella rochalimae
XN6KD,            Bartonella vinsonii
XN94Y,            Bartonella washoensis
XN9W3,          Bordetella
XN173,            Bordetella bronchiseptica
XN23B,            Bordetella pertussis
XN7LQ,            Bordetella parapertussis
XN22N,          Brucella
XN7A8,            Brucella abortus
XN84J,            Brucella canis
XN7ZW,            Brucella melitensis
XN3UP,            Brucella suis
XN01M,          Burkholderia
XN351,            Burkholderia gladioli
XN6Y3,            Burkholderia mallei
XN3LD,            Burkholderia pseudomallei
XN335,            Burkholderia cepacia complex
XN06D,              Burkholderia stabilis
XN0ZW,              Burkholderia anthina
XN15B,              Burkholderia contaminans
XN7US,          Campylobacter
XN0BA,            Campylobacter coli
XN3EN,            Campylobacter fetus
XN4Q5,            Campylobacter jejuni
XN27H,          Chlamydia
XN9EE,            Chlamydia pneumoniae
XN4S7,            Chlamydia psittaci
XN4Q4,            Chlamydia trachomatis
XN0FZ,          Citrobacter
XN0M3,            Citrobacter freundii
XN5H6,          Coxiella
XN0QS,            Coxiella burnetii
XN9M7,          Ehrlichia
XN293,            Ehrlichia canis
XN4GW,            Ehrlichia chaffeensis
XN2YH,            Ehrlichia ewingii
XN1VF,          Eikenella
XN9W5,          Enterobacter
XN3YM,            Enterobacter cloacae
XN4WC,          Escherichia
XN6P4,            Escherichia coli
XN88S,              Enteroinvasive Escherichia coli
XN2U0,              Enteropathogenic Escherichia coli
XN81Z,              Enterotoxigenic Escherichia coli
XN108,              Shiga toxin producing Escherichia coli
XN5NF,                Enterohaemorrhagic Escherichia coli
XN55V,              Enteroaggregative Escherichia coli
XN6MP,            Escherichia hermannii
XN2S7,            Pseudescherichia vulneris
XN94G,          Francisella
XN6HJ,            Francisella philomiragia
XN0BX,            Francisella tularensis
XN4ZY,              Francisella novicida
XN4LF,          Fusobacterium
XN7B1,            Fusobacterium necrophorum
XN5MA,            Fusobacterium novum
XN4P8,            Fusobacterium nucleatum
XN911,            Fusobacterium polymorphum
XN2HK,          Haemophilus
XN6MB,            Haemophilus ducreyi
XN1P6,            Haemophilus influenzae
XN1BX,              Haemophilus influenzae aegyptius
XN0FG,              Haemophilus influenzae type B
XN6XR,          Helicobacter
XN0YS,            Helicobacter bilis
XN0TD,            Helicobacter bizzozeronii
XN42L,            Helicobacter canis
XN354,            Helicobacter cinaedi
XN6JN,            Helicobacter felis
XN9X3,            Helicobacter ganmani
XN8PN,            Helicobacter hepaticus
XN3DY,            Helicobacter pylori
XN9D7,            Helicobacter salomonis
XN079,            Helicobacter suis
XN620,          Klebsiella
XN027,            Klebsiella granulomatis
XN7WL,            Klebsiella oxytoca
XN741,            Klebsiella pneumoniae
XN7EJ,          Kingella kingae
XN3SZ,          Legionella
XN14Z,            Legionella longbeachae
XN9YS,            Legionella pneumophila
XN9RA,          Leptospira
XN1R8,            Leptospira alexanderi
XN7D2,            Leptospira borgpetersenii
XN9K9,            Leptospira broomii
XN5HC,            Leptospira fainei
XN20F,            Leptospira inadai
XN78P,            Leptospira interrogans
